Children out of school (% of primary school age),SE.PRM.UNER.ZS,Aruba,ABW,0.01631000079,0.2946200073,0.6555100083,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Australia,AUS,0.4757199883,0.3312799931,1.384299994,2.705689907,2.304460049,0.04826999828,0.3678100109,0.2964099944,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Austria,AUT,1.727699995,1.912119985,2.002310038,2.059230089,1.926730037,1.480000019,0.9477900267,1.67592001,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Azerbaijan,AZE,11.27719021,11.74763966,13.43152046,9.898200035,7.675519943,1.723430037,8.01099968,4.28869009,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Bahamas, The",BHS,..,..,..,13.98390007,18.99361992,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bahrain,BHR,11.0290699,10.94979954,11.60630989,6.303780079,2.749500036,0.2463600039,..,8.075690269,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Barbados,BRB,0.9035800099,1.401309967,1.367740035,1.822819948,..,..,4.457520008,6.832459927,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Belarus,BLR,0,2.167740107,1.929669976,1.627640009,3.830600023,5.00578022,6.046659946,6.016270161,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Belgium,BEL,0.1166300029,0.08829999715,0.1188800037,2.101039886,1.877560019,1.807819963,1.474030018,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Belize,BLZ,2.046809912,..,1.427710056,1.63744998,0.5433499813,0.06103999913,5.925300121,9.536849976,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Benin,BEN,..,..,18.33539963,4.872759819,4.173540115,3.902689934,7.913630009,5.41629982,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bermuda,BMU,..,..,..,1.668120027,0.6772999763,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bhutan,BTN,36.98691177,..,..,9.205840111,8.102800369,9.733739853,4.56099987,5.524000168,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bolivia,BOL,0.2514199913,0.2468599975,0.4124299884,6.774000168,9.792750359,10.61396027,4.163179874,3.381249905,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bosnia and Herzegovina,BIH,..,..,..,10.43943024,11.73616982,11.7732296,14.12668991,14.85811043,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Botswana,BWA,17.94623947,17.73656082,17.32584953,..,14.22286987,14.76630974,18.33099937,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Brazil,BRA,..,..,..,..,5.820129871,3.949729919,5.229559898,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,British Virgin Islands,VGB,4.823530197,2.103189945,2.35612011,0.5402299762,1.367990017,1.218269944,..,1.00672996,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Brunei Darussalam,BRN,..,..,..,1.276000023,0.1809999943,0.5210000277,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bulgaria,BGR,1.567870021,0.3675599992,0.3764899969,1.482599974,2.506969929,2.949440002,13.31597996,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Burkina Faso,BFA,63.70862961,64.57163239,62.15457916,36.11151886,35.24419022,34.43222046,28.97104073,32.16556168,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Burundi,BDI,47.52845001,46.83388138,43.29133987,2.217000008,3.430000067,..,19.09000015,19.67499924,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cabo Verde,CPV,4.362689972,4.68682003,5.317790031,9.286020279,8.568380356,9.07872963,10.8676796,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cambodia,KHM,..,..,..,1.447569966,1.143460035,..,8.12899971,12.86499977,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cameroon,CMR,..,..,..,9.955470085,5.797329903,..,4.411739826,3.932499886,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Canada,CAN,..,..,..,..,0.5591899753,0.6490700245,3.706919909,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cayman Islands,CYM,1.516309977,1.138409972,..,2.025449991,0.2533299923,2.394870043,14.49073029,13.54349041,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Central African Republic,CAF,..,..,..,41.74811172,39.63199997,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Chad,TCD,47.56307983,43.62144089,41.90118027,36.2379303,..,20.84485054,25.84342957,25.65299034,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Chile,CHL,..,..,..,3.584559917,3.394249916,3.354140043,2.166699886,1.292880058,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,China,CHN,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Colombia,COL,0,0,..,0.1071799994,1.707360029,..,6.986710072,7.324550152,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Comoros,COM,..,..,..,..,..,8.592040062,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Congo, Rep.",COG,..,..,..,..,11.69731998,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Costa Rica,CRI,..,..,..,0.3549300134,1.509639978,3.071389914,4.661190033,4.73484993,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cote d'Ivoire,CIV,42.93516159,43.13022995,47.1526413,..,..,34.34817123,10.43935966,9.770409584,5.617000103
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Croatia,HRV,0.255400002,0.4119099975,0.4638999999,1.044219971,1.046259999,1.265709996,1.984830022,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cuba,CUB,0.06971000135,0.1807000041,0.4077799916,2.446990013,2.196749926,0.658469975,2.167399883,4.392159939,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cyprus,CYP,2.045779943,1.11097002,1.028599977,0.1532399952,1.310520053,1.795269966,0.065609999,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Czechia,CZE,..,..,..,1.362699986,0.4412100017,0.9746900201,1.53836,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Denmark,DNK,0.2599599957,0.00112000003,..,0.4853500128,0.4149200022,0.4953100085,0.4695200026,0.586499989,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Djibouti,DJI,69.84284973,68.84375,..,52.8057785,..,53.34439087,42.75780106,41.55212021,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Dominica,DMA,0.3732999861,..,0.02082999982,0.4508700073,0.93076998,2.121819973,12.21201992,11.91646004,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Dominican Republic,DOM,..,5.851799965,9.249119759,4.405419827,5.482540131,5.816939831,10.3450098,7.54625988,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ecuador,ECU,3.551719904,2.089540005,1.782610059,0.7785099745,1.10777998,0.985040009,2.979850054,3.701649904,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Egypt, Arab Rep.",EGY,14.07977009,14.05018044,13.66442966,11.7718401,9.515080452,..,0.4560300112,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,El Salvador,SLV,9.568160057,6.838850021,5.615880013,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Equatorial Guinea,GNQ,43.21567917,45.94992065,47.70223999,57.50423813,56.12100983,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Eritrea,ERI,37.83308029,32.01459122,26.88854027,41.2930603,37.82970047,38.1124115,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Estonia,EST,..,..,..,..,..,..,2.123049974,1.824059963,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Eswatini,SWZ,..,..,..,6.708620071,11.02840996,13.64291954,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ethiopia,ETH,57.97251892,55.88446045,54.97983932,22.52672005,21.53569031,..,24.75086975,23.8409996,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Fiji,FJI,5.225269794,5.568029881,8.479510307,11.52742004,10.43416977,11.77400017,..,2.717999935,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Finland,FIN,1.127419949,1.109030008,1.025730014,1.129179955,1.26225996,1.338739991,1.361230016,1.976320028,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,France,FRA,3.634170055,3.700449944,3.932800055,0.2418199927,0.3698900044,0.5792300105,0.09555000067,0.03249000013,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Gambia, The",GMB,39.63743973,41.02975082,37.42375946,38.97687912,36.78205109,37.46866989,23.32521057,22.92300034,22.88800049
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Georgia,GEO,..,..,..,1.512809992,2.12387991,2.093709946,0.3098199964,1.321640015,2.361000061
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Germany,DEU,0.490530014,2.276109934,2.128849983,0.5957900286,0.8908900023,0.9120200276,1.462769985,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ghana,GHA,39.36347961,34.85239029,34.69329834,11.48027039,13.31735039,..,11.34119034,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Greece,GRC,0.1303299963,0.3797700107,0.3114100099,1.301530004,1.682559967,1.345129967,2.555289984,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Grenada,GRD,..,3.317270041,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guatemala,GTM,15.79242992,12.34885025,..,2.517159939,5.127299786,7.350850105,7.857059956,7.686779976,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guinea,GIN,51.03181839,44.04595184,40.89997101,22.92637062,23.3120594,21.35367966,18.48800087,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guyana,GUY,..,..,8.065110207,0.225940004,0.4288800061,..,17.21384048,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Honduras,HND,..,..,10.06748962,14.4698,17.91650009,..,22.39100075,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Hong Kong SAR, China",HKG,4.006480217,3.694060087,2.039819956,0.2861799896,0.3157399893,0.3530499935,1.032789946,0.8763700128,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Hungary,HUN,1.789309978,0.1316000074,0.01958999969,2.383189917,1.688210011,2.515369892,3.86345005,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Iceland,ISL,0.6812099814,1.172289968,0.9380199909,1.258260012,1.133380055,1.199020028,1.420770049,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,India,IND,11.85628986,13.44491959,8.487660408,1.318210006,1.232499957,0.4253900051,2.312999964,0.1529999971,1.470000029
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Indonesia,IDN,2.433720112,2.671010017,2.807329893,1.87887001,0.2897500098,0.959379971,1.421000004,1.207000017,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Iran, Islamic Rep.",IRN,..,2.696320057,2.340990067,0.3218100071,0.3680999875,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Iraq,IRQ,..,..,14.3927002,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ireland,IRL,0.1828300059,0.2195799947,0.01902000047,0.1254999936,0.05789000168,0.07269000262,0.7634599805,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Israel,ISR,4.049250126,3.88699007,4.528069973,1.786110044,1.713680029,1.909620047,3.630310059,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Italy,ITA,0.2180999964,0.2074600011,0.2833200097,0.2930600047,0.3376899958,0.8867499828,1.595199943,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Jamaica,JAM,10.85233021,11.57349968,12.28983974,..,..,..,16.60843086,9.577899933,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Japan,JPN,..,..,..,..,..,0.0314199999,0.03020999953,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Jordan,JOR,..,10.98136997,11.17148972,14.66234016,14.47502995,10.27093029,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kazakhstan,KAZ,1.747259974,1.78974998,1.636919975,2.257999897,1.312000036,1.832000017,8.975999832,8.847000122,4.395999908
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kenya,KEN,27.18551064,29.32570076,14.85527039,..,16.61960983,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Korea, Rep.",KOR,2.227380037,2.032599926,1.204849958,0.9863700271,1.231269956,2.362790108,1.445979953,1.07517004,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kuwait,KWT,6.247630119,2.068459988,2.639630079,0.06883999705,1.725679994,4.364039898,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kyrgyz Republic,KGZ,9.319560051,8.240679741,8.066439629,5.271999836,4.15500021,2.828999996,5.294000149,6.084000111,0.7379999757
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Lao PDR,LAO,24.3572998,22.2110405,18.61891937,6.706999779,6.715000153,4.622000217,5.880000114,7.955999851,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Latvia,LVA,..,..,..,0.7666800022,1.460350037,1.860980034,1.275249958,1.443770051,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Lesotho,LSO,21.43951988,19.26269913,17.47026062,14.57581043,13.7594099,12.79994011,..,25.18201065,26.83810997
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Liberia,LBR,..,..,..,59.66999817,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Liechtenstein,LIE,..,..,0.7729799747,1.250650048,1.520709991,..,0.8247600198,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Lithuania,LTU,0.3114100099,0.2508699894,0.1105099991,..,..,0.1378999949,0.2668800056,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Luxembourg,LUX,3.187550068,2.744070053,4.411550045,4.963240147,1.938629985,2.717010021,1.65278995,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Macao SAR, China",MAC,12.37707043,9.463489532,9.423689842,7.079649925,8.947369576,7.74887991,12.73116016,16.33255959,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Madagascar,MDG,35.58499146,35.23350906,25.98431969,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Malaysia,MYS,1.966310024,5.361499786,6.135789871,4.604519844,3.933330059,3.454999924,3.971999884,4.69299984,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Maldives,MDV,1.608049989,2.34352994,..,4.644000053,6.196000099,6.612999916,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mali,MLI,..,50.83763885,50.45101929,33.53202057,35.97129822,40.26031113,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Malta,MLT,..,..,..,0.05273000151,0.2678799927,0.885439992,5.06799984,6.876989841,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Marshall Islands,MHL,..,22.5013504,..,0.05133000016,..,..,2.70314002,2.448699951,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mauritania,MRT,39.65724182,40.68569946,37.92007065,28.93791962,30.93639946,29.59137917,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mauritius,MUS,0.3923900127,0.2813600004,0.3065699935,2.211479902,5.089159966,3.40170002,3.27125001,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mexico,MEX,0.1710699946,0.2509300113,0.2718999982,0.20713,0.2336000055,0.2696700096,0.3332700133,0.3419199884,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,15.79399967,15.95899963,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Moldova,MDA,0,0,1.098530054,8.073189735,8.095040321,7.926929951,0.3370600045,0.3544099927,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mongolia,MNG,7.255589962,7.573890209,13.41436958,1.953400016,3.225509882,4.998950005,5.388999939,5.217999935,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Montenegro,MNE,..,..,2.224189997,1.095839977,2.573539972,..,1.347929955,0.1029099971,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Morocco,MAR,16.77615929,14.0764904,12.34832001,7.101240158,7.523089886,6.068449974,0.3403300047,0.5274400115,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mozambique,MOZ,37.88196182,42.04039001,..,8.05012989,7.357190132,5.7988801,..,1.033969998,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Myanmar,MMR,7.204030037,9.092619896,6.366320133,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Namibia,NAM,11.07721043,10.07419968,9.946350098,..,2.407099962,0.2677299976,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Nauru,NRU,..,..,..,..,20.16369057,..,..,10.96644974,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Nepal,NPL,..,..,22.08045959,2.175479889,1.804890037,..,1.345000029,1.014999986,3.601000071
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Netherlands,NLD,..,..,..,..,..,..,0.191049993,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,New Zealand,NZL,..,..,..,..,..,0.6336399913,1.350020051,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Nicaragua,NIC,13.80618954,7.483109951,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Niger,NER,70.01039886,66.62155914,63.04846954,41.12382889,39.78818893,36.96884918,39.12498856,39.15583038,39.58599854
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,North Macedonia,MKD,0.5670700073,3.422749996,5.363639832,..,10.79687023,10.07621002,8.499549866,9.046689987,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Norway,NOR,0.5279800296,0.5460199714,0.5780699849,0.1947499961,0.2706399858,0.2630699873,0.9398699999,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Oman,OMN,14.83285046,14.6902504,12.11419964,0.2697199881,1.533270001,1.081519961,10.9042902,11.06424046,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Pakistan,PAK,..,..,..,..,..,..,26.70700073,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Palau,PLW,..,..,..,..,..,3.482919931,2.077749968,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Panama,PAN,3.520499945,0.9940299988,..,3.710760117,4.658880234,6.399179935,4.272510052,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Paraguay,PRY,0.7405200005,0.6781200171,0.7322900295,3.569669962,3.994649887,..,12.25389957,11.94591999,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Peru,PER,0.5860599875,0.1679099947,1.783990026,0.7271199822,..,..,0.08382000029,0.258679986,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Philippines,PHL,9.038080215,8.916919708,9.620710373,..,..,..,10.52299976,9.666999817,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Poland,POL,0.9106000066,0.9913899899,0.967419982,3.136859894,3.405479908,3.77045989,0.2018299997,0.06323000044,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Portugal,PRT,0.2714599967,0.01350000035,0.07801999897,0.00935999956,0.192839995,0.126819998,0.07241000235,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Puerto Rico,PRI,..,..,..,10.42313004,7.572750092,5.777770042,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Qatar,QAT,10.50382042,9.870880127,12.74582958,3.77677989,0.4337100089,2.963150024,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Romania,ROU,0.6346399784,1.391070008,4.258180141,4.15128994,6.324260235,..,9.580439568,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Russian Federation,RUS,..,..,..,4.62251997,2.646369934,2.951080084,0.3685800135,1.852010012,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Rwanda,RWA,..,18.76362038,13.17823029,..,..,..,8.779190063,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Samoa,WSM,1.902439952,..,..,3.970999956,5.436999798,..,1.138000011,0.97299999,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,San Marino,SMR,..,..,..,..,4.730140209,..,2.5,2.472349882,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Sao Tome and Principe,STP,..,4.885990143,4.114039898,6.429999828,7.447000027,8.926529884,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Saudi Arabia,SAU,..,..,..,..,..,6.193130016,2.817399979,2.325599909,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Senegal,SEN,..,..,33.12926102,26.77108955,24.12058067,25.32723045,25.90826035,26.61537933,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Serbia,SRB,..,..,..,3.281630039,3.327660084,2.824670076,3.732379913,11.39809036,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Seychelles,SYC,9.721340179,5.226079941,5.038640022,..,..,0.1880799979,3.506439924,2.047499895,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Sierra Leone,SLE,..,..,..,..,6.503449917,1.548110008,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Singapore,SGP,..,..,..,..,..,..,0.6480900049,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Slovak Republic,SVK,0.6474699974,2.021970034,2.403640032,5.407700062,5.722310066,5.871890068,4.332829952,2.859270096,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Slovenia,SVN,2.287280083,2.873939991,2.62067008,2.193429947,1.990389943,1.992449999,1.504780054,1.204339981,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Solomon Islands,SLB,..,..,..,..,..,2.072540045,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,South Africa,ZAF,18.90766907,17.27305984,15.61725998,..,..,..,7.240690231,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,South Sudan,SSD,..,..,..,56.29314041,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Spain,ESP,0.02402999997,0.04241999984,0.08668000251,1.961429954,2.2869699,2.642119884,1.859240055,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Sri Lanka,LKA,1.792500019,1.991919994,2.616750002,7.042769909,7.407360077,0.2899999917,3.224999905,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,St. Kitts and Nevis,KNA,1.963639975,0.120190002,1.997760057,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,St. Lucia,LCA,5.970210075,0.191929996,0.2525300086,6.229800224,6.801849842,6.146890163,3.601000071,2.091830015,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,St. Vincent and the Grenadines,VCT,1.303290009,4.379950047,5.643430233,0.8338400126,0.2103099972,0.5500000119,..,1.677999973,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Sudan,SDN,..,..,..,37.77077103,41.3216095,40.42882919,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Suriname,SUR,..,..,..,17.26828003,16.92148018,17.41852951,19.49093056,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Sweden,SWE,0.4099000096,0.3417100012,0.3416300118,..,0.5421500206,0.8775399923,0.5077199936,0.5669100285,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Switzerland,CHE,0.6528000236,0.1791500002,0.2325000018,0.9620900154,1.376270056,0.04500000179,0.2352100015,0.263319999,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Syrian Arab Republic,SYR,2.474339962,2.498970032,2.060679913,0.9510099888,0.9587100148,38.12234116,33.17377853,28.93149948,23.57689095
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Tajikistan,TJK,5.05892992,3.490109921,4.556869984,6.829740047,8.18873024,9.01955986,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Tanzania,TZA,41.58391953,26.10281944,17.31361961,..,13.00778008,15.54893017,14.97999954,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Thailand,THA,..,..,..,..,..,..,1.735999942,0.2240000069,2.301000118
